respondent_id,persona_id,synthetic_numeric_id,source_profile_id,sampled_template_id,sampled_baseline_source_human_id,ID,GROUP,SURVEY,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV,task_count,persona_source,purpose_text,first_class_text,ticket_text,who_text,luggage_text,age_text,sex_text,income_text,ga_text,origin_text,dest_text,survey_text,car_av_text
AI0345,AI0345,345,252,S0_TPL008,231,252,2,0,3,0,1,1,1,2,1,2,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 0,car is available for this trip
AI0346,AI0346,346,765,S1_TPL007,777,765,3,1,3,1,1,2,1,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0347,AI0347,347,317,S0_TPL002,390,317,2,0,3,0,6,1,1,4,0,1,1,22,21,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 4,female,income code 1,has a GA travelcard,origin zone code 22,destination zone code 21,survey stratum 0,car is available for this trip
AI0348,AI0348,348,363,S0_TPL070,352,363,2,0,3,1,3,1,1,4,0,4,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 4,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
AI0349,AI0349,349,256,S0_TPL001,105,256,2,0,3,0,1,1,1,3,0,4,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 3,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
AI0350,AI0350,350,10,S0_TPL180,263,10,2,0,1,0,1,2,1,2,0,1,0,2,1,0,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 2,luggage code 1,age code 2,female,income code 1,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
AI0351,AI0351,351,921,S1_TPL061,806,921,3,1,3,1,3,2,1,3,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0352,AI0352,352,773,S1_TPL016,466,773,3,1,3,1,1,2,1,3,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0353,AI0353,353,291,S0_TPL154,273,291,2,0,3,0,5,1,1,2,0,4,0,1,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 5,payer code 1,luggage code 1,age code 2,female,income code 4,does not have a GA travelcard,origin zone code 1,destination zone code 25,survey stratum 0,car is available for this trip
AI0354,AI0354,354,385,S0_TPL042,384,385,2,0,3,1,7,1,1,5,0,1,1,15,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 15,destination zone code 2,survey stratum 0,car is not available for this trip
AI0355,AI0355,355,861,S1_TPL005,464,861,3,1,3,1,3,2,0,3,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0356,AI0356,356,247,S0_TPL130,396,247,2,0,3,0,1,1,1,5,0,4,0,25,10,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 5,female,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 10,survey stratum 0,car is available for this trip
AI0357,AI0357,357,701,S1_TPL006,858,701,3,1,3,1,1,2,0,2,1,4,0,18,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 2,male,income code 4,does not have a GA travelcard,origin zone code 18,destination zone code 2,survey stratum 1,car is available for this trip
AI0358,AI0358,358,234,S0_TPL027,361,234,2,0,3,0,1,1,1,2,1,2,0,1,17,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is not available for this trip
AI0359,AI0359,359,735,S1_TPL020,602,735,3,1,3,1,1,2,0,4,1,3,0,22,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0360,AI0360,360,492,S1_TPL007,667,492,3,1,1,1,1,2,1,3,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0361,AI0361,361,801,S1_TPL027,618,801,3,1,3,1,1,3,0,3,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0362,AI0362,362,823,S1_TPL027,619,823,3,1,3,1,1,3,1,3,1,3,0,17,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 22,survey stratum 1,car is available for this trip
AI0363,AI0363,363,37,S0_TPL013,321,37,2,0,1,0,6,1,1,2,0,4,1,22,25,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,female,income code 4,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is available for this trip
AI0364,AI0364,364,292,S0_TPL010,72,292,2,0,3,0,5,1,1,3,0,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 5,payer code 1,luggage code 1,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 0,car is available for this trip
AI0365,AI0365,365,561,S1_TPL038,655,561,3,1,3,0,1,2,0,3,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0366,AI0366,366,582,S1_TPL028,856,582,3,1,3,0,1,2,1,4,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0367,AI0367,367,338,S0_TPL095,263,338,2,0,3,0,10,1,1,1,0,4,0,25,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 1,female,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
AI0368,AI0368,368,629,S1_TPL023,855,629,3,1,3,0,3,2,1,2,1,2,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0369,AI0369,369,793,S1_TPL010,919,793,3,1,3,1,1,2,1,3,1,4,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 4,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0370,AI0370,370,281,S0_TPL032,224,281,2,0,3,0,3,1,3,2,0,2,0,22,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 3,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is available for this trip
AI0371,AI0371,371,352,S0_TPL088,252,352,2,0,3,1,1,1,1,2,0,2,0,25,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 2,survey stratum 0,car is available for this trip
AI0372,AI0372,372,80,S0_TPL165,349,80,2,0,1,1,4,1,1,4,1,3,0,19,17,0,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 4,payer code 1,luggage code 1,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 19,destination zone code 17,survey stratum 0,car is not available for this trip
AI0373,AI0373,373,99,S0_TPL083,389,99,2,0,1,1,6,3,1,3,1,3,1,1,17,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 6,payer code 3,luggage code 1,age code 3,male,income code 3,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is available for this trip
AI0374,AI0374,374,784,S1_TPL098,483,784,3,1,3,1,1,2,1,4,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0375,AI0375,375,888,S1_TPL047,917,888,3,1,3,1,3,2,0,3,1,3,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 1,car is available for this trip
AI0376,AI0376,376,316,S0_TPL125,310,316,2,0,3,0,6,1,1,2,0,1,1,2,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,female,income code 1,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
AI0377,AI0377,377,669,S1_TPL014,677,669,3,1,3,1,1,1,0,3,1,2,0,22,14,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 14,survey stratum 1,car is available for this trip
AI0378,AI0378,378,642,S1_TPL023,603,642,3,1,3,0,3,2,1,4,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,luggage code 1,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0379,AI0379,379,222,S0_TPL004,244,222,2,0,3,0,1,1,0,1,1,1,0,25,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,no luggage,age code 1,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 0,car is not available for this trip
AI0380,AI0380,380,385,S0_TPL030,34,385,2,0,3,1,7,1,1,5,0,1,1,15,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 15,destination zone code 2,survey stratum 0,car is not available for this trip
AI0381,AI0381,381,349,S0_TPL114,236,349,2,0,3,1,1,1,1,4,0,2,0,9,22,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 4,female,income code 2,does not have a GA travelcard,origin zone code 9,destination zone code 22,survey stratum 0,car is not available for this trip
AI0382,AI0382,382,701,S1_TPL016,889,701,3,1,3,1,1,2,0,2,1,4,0,18,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 2,male,income code 4,does not have a GA travelcard,origin zone code 18,destination zone code 2,survey stratum 1,car is available for this trip
AI0383,AI0383,383,457,S1_TPL108,712,457,3,1,1,0,3,1,0,2,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0384,AI0384,384,782,S1_TPL018,836,782,3,1,3,1,1,2,1,4,1,3,0,1,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 25,survey stratum 1,car is available for this trip
AI0385,AI0385,385,31,S0_TPL055,351,31,2,0,1,0,5,2,1,3,1,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 5,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
AI0386,AI0386,386,690,S1_TPL055,811,690,3,1,3,1,1,2,0,2,1,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0387,AI0387,387,499,S1_TPL016,839,499,3,1,1,1,3,2,0,2,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0388,AI0388,388,762,S1_TPL018,892,762,3,1,3,1,1,2,1,3,1,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0389,AI0389,389,882,S1_TPL034,602,882,3,1,3,1,3,2,0,4,1,3,0,25,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 1,car is available for this trip
AI0390,AI0390,390,318,S0_TPL042,377,318,2,0,3,0,6,1,1,5,1,2,1,2,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 5,male,income code 2,has a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is available for this trip
AI0391,AI0391,391,478,S1_TPL046,556,478,3,1,1,1,1,1,0,2,1,3,0,25,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 1,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 1,car is available for this trip
AI0392,AI0392,392,577,S1_TPL116,861,577,3,1,3,0,1,2,1,3,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0393,AI0393,393,388,S0_TPL170,333,388,2,0,3,1,7,1,1,5,0,4,1,22,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 4,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is not available for this trip
AI0394,AI0394,394,462,S1_TPL003,665,462,3,1,1,0,3,1,0,3,0,1,0,2,22,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 3,female,income code 1,does not have a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 1,car is available for this trip
AI0395,AI0395,395,242,S0_TPL126,79,242,2,0,3,0,1,1,1,4,0,2,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 4,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
AI0396,AI0396,396,691,S1_TPL003,778,691,3,1,3,1,1,2,0,2,1,2,0,17,10,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 10,survey stratum 1,car is available for this trip
AI0397,AI0397,397,332,S0_TPL003,310,332,2,0,3,0,7,1,1,1,0,4,1,17,3,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,female,income code 4,has a GA travelcard,origin zone code 17,destination zone code 3,survey stratum 0,car is not available for this trip
AI0398,AI0398,398,292,S0_TPL029,341,292,2,0,3,0,5,1,1,3,0,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 5,payer code 1,luggage code 1,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 0,car is available for this trip
AI0399,AI0399,399,862,S1_TPL003,748,862,3,1,3,1,3,2,0,3,1,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0400,AI0400,400,747,S1_TPL009,447,747,3,1,3,1,1,2,0,4,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0401,AI0401,401,9,S0_TPL083,255,9,2,0,1,0,1,1,1,2,1,2,0,17,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is available for this trip
AI0402,AI0402,402,545,S1_TPL020,689,545,3,1,3,0,1,1,0,3,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0403,AI0403,403,273,S0_TPL015,77,273,2,0,3,0,3,1,1,3,0,2,0,25,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 1,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 2,survey stratum 0,car is available for this trip
AI0404,AI0404,404,764,S1_TPL059,823,764,3,1,3,1,1,2,1,3,1,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0405,AI0405,405,549,S1_TPL006,552,549,3,1,3,0,1,1,1,2,0,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0406,AI0406,406,821,S1_TPL022,863,821,3,1,3,1,1,3,1,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0407,AI0407,407,90,S0_TPL054,384,90,2,0,1,1,6,1,1,4,1,1,1,1,17,0,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 1,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is not available for this trip
AI0408,AI0408,408,614,S1_TPL034,659,614,3,1,3,0,3,2,0,2,1,2,0,1,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 25,survey stratum 1,car is available for this trip
AI0409,AI0409,409,275,S0_TPL001,277,275,2,0,3,0,3,1,1,1,0,1,0,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 1,age code 1,female,income code 1,does not have a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
AI0410,AI0410,410,472,S1_TPL142,938,472,3,1,1,0,3,2,1,3,1,4,0,2,18,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 4,does not have a GA travelcard,origin zone code 2,destination zone code 18,survey stratum 1,car is available for this trip
AI0411,AI0411,411,579,S1_TPL030,679,579,3,1,3,0,1,2,1,4,1,3,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 1,car is available for this trip
AI0412,AI0412,412,866,S1_TPL004,450,866,3,1,3,1,3,2,0,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0413,AI0413,413,295,S0_TPL010,301,295,2,0,3,0,6,1,0,1,1,4,1,22,17,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,no luggage,age code 1,male,income code 4,has a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 0,car is not available for this trip
AI0414,AI0414,414,21,S0_TPL159,267,21,2,0,1,0,3,1,0,2,1,4,0,25,2,0,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 2,male,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 2,survey stratum 0,car is not available for this trip
AI0415,AI0415,415,809,S1_TPL014,611,809,3,1,3,1,1,3,0,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0416,AI0416,416,635,S1_TPL001,823,635,3,1,3,0,3,2,1,2,1,3,0,15,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 15,destination zone code 1,survey stratum 1,car is available for this trip
AI0417,AI0417,417,794,S1_TPL002,446,794,3,1,3,1,1,2,1,3,1,4,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 4,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 1,car is available for this trip
AI0418,AI0418,418,900,S1_TPL002,858,900,3,1,3,1,3,2,1,2,1,3,0,17,13,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 13,survey stratum 1,car is available for this trip
AI0419,AI0419,419,472,S1_TPL057,653,472,3,1,1,0,3,2,1,3,1,4,0,2,18,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 4,does not have a GA travelcard,origin zone code 2,destination zone code 18,survey stratum 1,car is available for this trip
AI0420,AI0420,420,922,S1_TPL003,589,922,3,1,3,1,3,2,1,3,1,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0421,AI0421,421,235,S0_TPL036,26,235,2,0,3,0,1,1,1,2,1,2,0,20,10,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 20,destination zone code 10,survey stratum 0,car is available for this trip
AI0422,AI0422,422,224,S0_TPL073,238,224,2,0,3,0,1,1,0,3,1,2,0,10,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 10,destination zone code 25,survey stratum 0,car is available for this trip
AI0423,AI0423,423,617,S1_TPL020,820,617,3,1,3,0,3,2,0,2,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0424,AI0424,424,583,S1_TPL022,910,583,3,1,3,0,1,2,1,4,1,3,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 1,car is available for this trip
AI0425,AI0425,425,676,S1_TPL112,792,676,3,1,3,1,1,1,0,4,1,3,0,22,12,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 12,survey stratum 1,car is available for this trip
AI0426,AI0426,426,297,S0_TPL003,299,297,2,0,3,0,6,1,0,2,0,4,1,10,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,no luggage,age code 2,female,income code 4,has a GA travelcard,origin zone code 10,destination zone code 1,survey stratum 0,car is not available for this trip
AI0427,AI0427,427,268,S0_TPL121,225,268,2,0,3,0,2,1,1,1,1,1,0,25,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 2,payer code 1,luggage code 1,age code 1,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
AI0428,AI0428,428,704,S1_TPL025,758,704,3,1,3,1,1,2,0,3,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0429,AI0429,429,355,S0_TPL087,281,355,2,0,3,1,1,1,1,5,1,3,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 0,car is available for this trip
AI0430,AI0430,430,834,S1_TPL061,697,834,3,1,3,1,3,0,0,4,1,0,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 0,no luggage,age code 4,male,income code 0,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0431,AI0431,431,221,S0_TPL142,369,221,2,0,3,0,1,1,0,4,0,2,0,2,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,no luggage,age code 4,female,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is available for this trip
AI0432,AI0432,432,499,S1_TPL082,821,499,3,1,1,1,3,2,0,2,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0433,AI0433,433,267,S0_TPL123,347,267,2,0,3,0,2,1,1,1,0,4,0,2,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 2,payer code 1,luggage code 1,age code 1,female,income code 4,does not have a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is not available for this trip
AI0434,AI0434,434,483,S1_TPL009,609,483,3,1,1,1,1,1,1,2,1,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
